input	target
@USER Credibly Accused is a Antifa mob dog whistle. We heard and we are cocked and loaded.	0
@USER @USER @USER @USER I cant even imagine it. I think they would boot her off. She is the craziest reality star of all time.	0
@USER I bet they all have 'fitted' waists. Because women are meant to look 'hourglass' even when they don't give a shit.	1
"@USER Yep. And lots of people think antifa = violent"" and don't understand the context in which they operate and what they're opposing. Like the biggest thing was over a year ago at Unite the Right, where a white supremacist killed someone and several other people were attacked."""	1
@USER Baby Brennan boo who I don’t have a security clearance.  Get lost Brennan	0
@USER A thought I had watching this “does she know where she is or what’s going on?”	0
@USER Yep Antifa are literally Hitler.	0
@USER @USER There’s something wrong with my TV as when Liberals are on the Audio simply reverts to: “blah blah blah blah blah blah blah”. I’ve looked into troubleshooting but there’s no fix for that as it’s the ‘source’ of audio &amp; TV circuitry can’t convert the Insane BS into real words? URL	0
@USER He tihnks he is telling the big lie.	1
@USER @USER #antifa @USER gets a pass?	0
@USER @USER They need to add more gun control laws and Democrats to run things.  They have more of both than areas with much much less crime.	0
@USER @USER @USER Agree Liberals will not have a majority but you will see People's Party of Canada in the running your little c party will be lower in the ranks the the NDP.	0
"@USER @USER She is referring to Briefs, underwear"" , or as the white folks say ""tighty whities"""""	0
@USER Gotta give him credit where its due he may not be a mason but he is out there competing his ass off	1
"@USER @USER I would temporarily change parties if the Republican party would Primary agent orange"" with a REAL, Republican, Conservative. That would MAGA!!! At least a great start."""	0
@USER Again another b******* story no one is watching football because of this a******	1
@USER She is just great. As long as she wins the title eventually	0
The beauty of #TheView is that no one pretends not to be a leftist.  @USER #maga	1
@USER You are bringing up honor and decency? With that yoyo in the picture? That's rich.	0
"@USER @USER @USER @USER I don't know how They said they aren't gay tho."" and ""And by liberals you mean conservatives."" sounds like me being upset.  As for why it matters, if it doesn't matter then why go to such lengths to deny that they're gay? There's straight couples, why not just let them be gay?"""	1
@USER @USER any she is stunning	0
@USER Funny I compare pediphiles and their protectors to satan	0
@USER @USER @USER @USER She wasnt abused she is lying	0
@USER @USER Probably while screaming about gun control.	0
@USER @USER Why do liberals shout and hang their mouths open? Slack jaws.	0
@USER @USER Nope. It's clear and you are lying. Also every accusation against known child molester #RoyMoore was true. Conservatives love (R)apists.	1
@USER @USER Oh man! You are going to trigger the fanboys/fangirls lol	0
#Taxpayers Funded ‘Unprecedented‘ #Armed Protection for #GunControl Sen. #KamalaHarris | Breitbart URL via @USER	0
@USER Release the documents! Do not listen to the Antifa crowd!	0
@USER I seems Hannity has been a client of the Bunny Bar (at the Bunny Ranch) for years (30+). He (allegedly) recruits Fox ‘talent’ and guest speakers from there. URL	0
@USER This shit gon keep me in the crib lol fuck it	1
@USER @USER @USER Here your proof!  Our African 🇺🇸 friends don't get free college.  The Demoncratic are putting illegals over 🇺🇸 ppl. These Antifa Ninja Turtles running around acting like jihadist and never lived a real life experience. Most of these Antifa colleges kids are White privileged	1
@USER @USER @USER Lmao. And yet it’s called Gauteng. 😂😂😂😂. Dude just say you are arguing for the sake of not wanting to lose. Nguni Land? Ahahahahahaha. Do you know why Vaal is called Lekwa? Do you know who king Tshwane is? Do you even know who Thulare is? Dude I’m done with you.	0
"@USER @USER @USER @USER @USER less money"". Funny.  The only person concerned with profit in healthcare is you. I and everyone else in the country want the carpet baggers to go fleece someone else, or better still, find something to do that doesn't involve seeking rent from essential public services."""	0
@USER @USER Because the party of violent liberal ANTIFA with their KKK hoods beating up strangers they know nothing about is so great &amp; honest. Good ole Keith Ellison the women beater can tell you that.	1
@USER @USER @USER @USER By any chance did you sexually assault girls in high school? That would explain why you are so eager to overlook the possibility such a horrid crime &amp; insist on a double-standard which benefits you &amp; the alt-right &amp; back up your justifications wi obvious lies.  I bet I'm right...	1
@USER @USER the nose distracts from the news	1
@USER @USER I don't see that as racist though all I see is an undeserving overbearing crybaby throwing a Tantrum like only Serena Williams can pull off. Maybe she's the racist if that's all she sees.	1
@USER Billy Shears Rips 'Mad Captain' Donald Trump in Climate Change Song.	0
@USER WHAT THE FUCK YOURE SO GORGEOUS IM ACTUALLY SOBBING	1
@USER @USER She is diabetic 🤐	0
@USER When you are playing inside you don’t get beat inside. I agree not a major mistake.  I’m glad you found it because I was questioning my mind again.	0
@USER @USER @USER @USER She is a cop.... “gun control” wouldn’t have mattered. Geez	0
@USER @USER A must read! URL	0
@USER She said she is half Eastern Orthodox... so I dunno... an opportunity to educate myself	0
@USER Apparently she was a diva when she was with heathers and I think she might’ve gotten fired for it? And she said something like 2 years ago that people took as being trans or homophobic I don’t remember	0
@USER You are phinnaly there!	0
@USER @USER Xtc isn't going to help you sleep hahahah but it will help you feel better after how Rockstar is shitting on us. Or did you mean sleeping pills😂	1
@USER Has this tweet been deleted?	0
@USER  I think he could be called a turncoat  talking out of both sides of his fucking mouth  Lindsey Graham can no longer be trusted URL	1
"@USER @USER Telling Liberals, Trump is your President""."""	0
@USER   I looked over your record since getting a law degree and see ABSOLUTELY NOTHING meritorious or significant. You are one of the LEAST accomplished Individuals I have reviewed. What do YOU think you have done worth noting? Anything? @USER @USER @USER @USER URL	0
@USER Trying to justify a death after the fact with a small amount of dope. Fuck. Stop fucking killing people. Get some damn gun control so cops don't feel like every house/apartment they go into could potentially have a gun. Scared people do unpredictable things.	1
16 shot—3 killed—Friday in Chicago's Strictest Gun Control city shootings URL Chicago´s weekend death and injury count.	0
@USER @USER I hope the NFL folds!	0
@USER @USER HOW DARE YOU!!! Kappa	1
@USER Biggest corrupt lying piece of  s***💩 there ever was!	1
@USER You: ‘Are you ever going to listen to a different song?’ Me: ‘No.’ *turns up volume*	0
@USER no  MAGA is true  Many  Are  Getting  Arrested  URL	0
@USER It’s so sad where we are in America now Liberals should be against this kind of McCarthyism  All u have to do us accuse Yet there was a Chinese spy in a dem office for 20 years n the media just shrugs	0
@USER I would be guessing the same thing but at the same time I know the Ravens would do their due diligence obviously one would investigate all angles... But maybe not who knows he is quite the head case	0
@USER @USER But the President.  He is that BAD!	1
@USER Eric Holder should be in prison.	1
"@USER @USER It goes both ways. If I don't agree with you, you're just bitching."" About the red X. URL"	0
@USER @USER @USER @USER And you say liberals make false promises? How’s that wall coming? How’s that denuclearization of NK coming? How that “tax break” working out for you? Nice ole tariffs we got there huh? But yea keep on saying wild outlandish shit to make you feel better	0
@USER Foolish to think that	0
@USER Its called espionage. He is doing it in plan site to help his bosses in Moscow.	0
@USER Nobody cares what @USER thinks or wants. She wasn’t elected haha. And she’s not helping her party either so stay out there your only helping the conservatives Progressives DONT LIKE YOU	0
@USER Who cares what a union leader has to say big kate? Do u fawningly report Lefty concerns  because u and the Left promoting CBC r doing the Trudeau Liberals bidding again.U r a CBC Liberal party Shameful.	1
@USER Send down all of the resistance and antifa members along with the democratic party since this is what they wanted anyways!	0
@USER I have a friend who has been saying that for the past few years. You are setting yourself up for disappointment	0
@USER You are in my top 3. Among the syndicate boss are @USER and @USER I'm sure the 3 of you are ready to retire happy knowing this. Lol. Been a fan since lgn&amp;f! We have all grown up.	0
"@USER I do like your tweets!, But maybe you should be more focused on consolidating them and sending fewer out, I miss many of them and you leave yourself open to the New Liberal Fascist Movement Antifa?"""""	0
